ACC_ID	PDBID	CHAINID	P_status
P00519	3eg1	B	NP
P00520	3dk6	A	P
P00520	3dk6	B	P
P00520	3dk7	A	P
P00520	3dk7	B	P
P00520	6hd4	B	NP
P00520	6hd4	A	NP
P00520	1iep	B	NP
P00520	3kf4	A	NP
P00520	1opj	B	NP
P00520	1opj	A	NP
P00520	3ms9	B	NP
P00520	2qoh	B	NP
P00520	3ms9	A	NP
P00520	3ik3	B	NP
P00520	6hd6	A	NP
P00520	3mss	B	NP
P00520	3mss	C	NP
P00520	3k5v	B	NP
P00520	3oxz	A	NP
P00520	1iep	A	NP
P00520	1fpu	B	NP
P00520	3kf4	B	NP
P00520	3mss	D	NP
P00520	1m52	A	NP
P00520	1m52	B	NP
P00520	2hzn	A	NP
P00520	3k5v	A	NP
P00520	3ik3	A	NP
P00520	1fpu	A	NP
P00520	3mss	A	NP
P00520	2qoh	A	NP
P00520	2z60	A	NP
P00520	3kfa	A	NP
P00520	1opk	A	NP
P00520	3oy3	A	NP
P00520	3dk3	B	NP
P00520	3oy3	B	NP
P00520	3kfa	B	NP
P00520	3dk3	A	NP
P00520	6hd6	B	NP
P01112	8cnn	A	P
P01112	5wfr	Q	NP
P01112	8fg3	A	NP
P01112	4dlx	A	NP
P01112	6d5l	A	NP
P01112	7vv9	A	NP
P01112	6axg	L	NP
P01112	3k9n	A	NP
P01112	4dly	A	NP
P01112	2rgb	A	NP
P01112	8elz	A	NP
P01112	1nvx	Q	NP
P01112	8ely	A	NP
P01112	4dlt	A	NP
P01112	1nvv	R	NP
P01112	3k9l	C	NP
P01112	6v9n	C	NP
P01112	4dls	A	NP
P01112	721p	A	NP
P01112	3rry	A	NP
P01112	6dzh	C	NP
P01112	7jih	A	NP
P01112	6q21	D	NP
P01112	3tgp	A	NP
P01112	5wfo	R	NP
P01112	7vvg	A	NP
P01112	6d55	A	NP
P01112	6d5h	A	NP
P01112	4nyj	Q	NP
P01112	3l8z	A	NP
P01112	5zc6	A	NP
P01112	7l0f	G	NP
P01112	4urz	R	NP
P01112	1ioz	A	NP
P01112	5vbz	B	NP
P01112	1iaq	A	NP
P01112	6v9o	A	NP
P01112	1crr	A	NP
P01112	5wfr	R	NP
P01112	5p21	A	NP
P01112	1jah	A	NP
P01112	6d5v	Q	NP
P01112	4l9w	A	NP
P01112	2cl0	X	NP
P01112	6zl3	A	NP
P01112	6d5g	A	NP
P01112	6bvj	A	NP
P01112	1crq	A	NP
P01112	8osm	A	NP
P01112	6bvm	A	NP
P01112	3k9l	A	NP
P01112	1nvw	R	NP
P01112	2lwi	A	NP
P01112	1zvq	A	NP
P01112	4dlw	A	NP
P01112	7jih	B	NP
P01112	3lbn	A	NP
P01112	5wdq	A	NP
P01112	2vh5	R	NP
P01112	2uzi	R	NP
P01112	2ce2	X	NP
P01112	6q21	B	NP
P01112	6dzh	A	NP
P01112	4dlr	A	NP
P01112	6d5m	Q	NP
P01112	2x1v	A	NP
P01112	4uru	R	NP
P01112	8elk	A	NP
P01112	3ddc	A	NP
P01112	8em0	A	NP
P01112	2c5l	B	NP
P01112	5vbe	A	NP
P01112	6cur	A	NP
P01112	1xd2	B	NP
P01112	8bos	R	NP
P01112	7ogb	A	NP
P01112	8bea	R	NP
P01112	8bwg	R	NP
P01112	6zj0	A	NP
P01112	6amb	A	NP
P01112	821p	A	NP
P01112	4us0	R	NP
P01112	1agp	A	NP
P01112	121p	A	NP
P01112	3kud	A	NP
P01112	8elu	A	NP
P01112	8tbg	B	NP
P01112	4us1	R	NP
P01112	5wfq	Q	NP
P01112	8be7	R	NP
P01112	3i3s	R	NP
P01112	3k8y	A	NP
P01112	8tbg	A	NP
P01112	6e6p	C	NP
P01112	6bvk	A	NP
P01112	6ntc	A	NP
P01112	5x9s	A	NP
P01112	2rga	A	NP
P01112	4xvq	A	NP
P01112	1iaq	B	NP
P01112	6bvl	A	NP
P01112	1p2v	A	NP
P01112	6q21	A	NP
P01112	1bkd	R	NP
P01112	6d5v	R	NP
P01112	4nyi	R	NP
P01112	4g0n	A	NP
P01112	1nvu	Q	NP
P01112	2clc	X	NP
P01112	1p2u	A	NP
P01112	1rvd	A	NP
P01112	5e95	A	NP
P01112	2cl6	X	NP
P01112	2q21	A	NP
P01112	1p2t	A	NP
P01112	1he8	B	NP
P01112	6v9m	A	NP
P01112	5wfo	Q	NP
P01112	6axg	B	NP
P01112	6bvl	C	NP
P01112	8be8	R	NP
P01112	1qra	A	NP
P01112	4k81	F	NP
P01112	6v9j	C	NP
P01112	1plk	A	NP
P01112	6ntd	A	NP
P01112	7oge	A	NP
P01112	8elw	A	NP
P01112	6v9l	A	NP
P01112	6d5l	C	NP
P01112	6d5w	Q	NP
P01112	6mqt	E	NP
P01112	6v9f	C	NP
P01112	7l0f	E	NP
P01112	6mqt	G	NP
P01112	3rs5	A	NP
P01112	8cnj	A	NP
P01112	8cnj	B	NP
P01112	4nyi	Q	NP
P01112	4rsg	A	NP
P01112	5wpl	A	NP
P01112	6mqt	D	NP
P01112	4xvr	A	NP
P01112	5b30	A	NP
P01112	6e6c	A	NP
P01112	7jii	A	NP
P01112	5b2z	A	NP
P01112	5wpl	G	NP
P01112	8elt	A	NP
P01112	8fg4	A	NP
P01112	2quz	A	NP
P01112	1lf5	A	NP
P01112	1plj	A	NP
P01112	6axg	J	NP
P01112	6mqt	A	NP
P01112	4us2	R	NP
P01112	6bvj	C	NP
P01112	3k9l	B	NP
P01112	521p	A	NP
P01112	7og9	A	NP
P01112	6d5j	A	NP
P01112	2rge	A	NP
P01112	1crp	A	NP
P01112	4nyj	R	NP
P01112	3rs2	A	NP
P01112	8osn	A	NP
P01112	1zw6	A	NP
P01112	6mqt	H	NP
P01112	4k81	D	NP
P01112	4dlz	A	NP
P01112	7jhp	A	NP
P01112	1xcm	A	NP
P01112	3lo5	C	NP
P01112	2rgc	A	NP
P01112	2cld	X	NP
P01112	6v94	A	NP
P01112	7l0g	E	NP
P01112	4efn	A	NP
P01112	1lf0	A	NP
P01112	1q21	A	NP
P01112	6d56	C	NP
P01112	6cuo	C	NP
P01112	3kkm	A	NP
P01112	6d55	C	NP
P01112	1gnr	A	NP
P01112	2evw	X	NP
P01112	6cuo	A	NP
P01112	5wfp	R	NP
P01112	1lfd	B	NP
P01112	8elv	A	NP
P01112	621p	A	NP
P01112	7jii	B	NP
P01112	6v9m	C	NP
P01112	3oiv	A	NP
P01112	6d59	C	NP
P01112	7dpj	A	NP
P01112	6mqt	C	NP
P01112	4nym	R	NP
P01112	2rgg	A	NP
P01112	7vv8	A	NP
P01112	3rs3	A	NP
P01112	6d5m	R	NP
P01112	3kkn	A	NP
P01112	6dzh	B	NP
P01112	6cur	C	NP
P01112	1pll	A	NP
P01112	6d5g	C	NP
P01112	4q21	A	NP
P01112	5wdp	A	NP
P01112	6v9o	C	NP
P01112	5vbz	C	NP
P01112	6d5e	A	NP
P01112	3rso	A	NP
P01112	5wpl	D	NP
P01112	3rsl	A	NP
P01112	7ogf	A	NP
P01112	8oso	A	NP
P01112	6bvk	C	NP
P01112	8elr	A	NP
P01112	4efm	A	NP
P01112	4k81	H	NP
P01112	6e6p	B	NP
P01112	3lo5	E	NP
P01112	6mqt	B	NP
P01112	4urw	R	NP
P01112	1iaq	C	NP
P01112	6d5h	C	NP
P01112	1gnp	A	NP
P01112	6axg	F	NP
P01112	5wfq	R	NP
P01112	7jif	A	NP
P01112	7ogd	A	NP
P01112	7l0f	L	NP
P01112	6bvi	A	NP
P01112	7l0g	G	NP
P01112	6v94	C	NP
P01112	1nvx	R	NP
P01112	6v9n	A	NP
P01112	7l0g	B	NP
P01112	6axg	D	NP
P01112	8elx	A	NP
P01112	1gnq	A	NP
P01112	3oiw	A	NP
P01112	6bvi	C	NP
P01112	7dph	A	NP
P01112	3rs4	A	NP
P01112	2n42	A	NP
P01112	1lfd	D	NP
P01112	8be6	R	NP
P01112	4l9s	A	NP
P01112	6e6p	A	NP
P01112	1clu	A	NP
P01112	4g3x	A	NP
P01112	1xj0	A	NP
P01112	4dlu	A	NP
P01112	6mqt	F	NP
P01112	6bvm	C	NP
P01112	3rs7	A	NP
P01112	6cup	C	NP
P01112	6d5e	C	NP
P01112	1aa9	A	NP
P01112	3lbh	A	NP
P01112	1k8r	A	NP
P01112	1ctq	A	NP
P01112	4efl	A	NP
P01112	1wq1	R	NP
P01112	6v9l	C	NP
P01112	2c5l	A	NP
P01112	6cup	A	NP
P01112	5wpl	J	NP
P01112	4k81	B	NP
P01112	5wdo	A	NP
P01112	3oiu	A	NP
P01112	2n46	A	NP
P01112	221p	A	NP
P01112	4ury	R	NP
P01112	1nvu	R	NP
P01112	421p	A	NP
P01112	1jai	A	NP
P01112	3l8y	A	NP
P01112	4urx	R	NP
P01112	8be9	R	NP
P01112	3rrz	A	NP
P01112	1nvv	Q	NP
P01112	3rs0	A	NP
P01112	8els	A	NP
P01112	6q21	C	NP
P01112	2cl7	X	NP
P01112	6v9f	A	NP
P01112	3lo5	A	NP
P01112	7l0g	A	NP
P01112	5vbz	A	NP
P01112	4urv	R	NP
P01112	4nym	Q	NP
P01112	6d5j	C	NP
P01112	4dlv	A	NP
P01112	6axg	H	NP
P01112	2lcf	A	NP
P01112	1p2s	A	NP
P01112	6d5w	R	NP
P01112	6v9j	A	NP
P01112	2rgd	A	NP
P01112	3lbi	A	NP
P01112	1xd2	A	NP
P01112	5wfp	Q	NP
P01112	6d56	A	NP
P01112	7ogc	A	NP
P01112	7oga	A	NP
P01112	7jig	A	NP
P01112	1nvw	Q	NP
P01112	7l0f	A	NP
P01112	7tam	A	NP
P01112	6d59	A	NP
P04049	8chf	A	P
P04049	8chf	B	P
P04049	8cpd	A	P
P04049	8cpd	B	P
P04049	9axa	A	P
P04049	9axa	C	P
P04049	7z37	CP1	NP
P04049	8u1l	C	NP
P04049	7z38	C	NP
P04406	6ade	A	P
P04406	6ade	B	P
P04406	6ade	C	P
P04406	6ynd	C	NP
P04406	4wnc	F	NP
P04406	6iq6	H	NP
P04406	6ynf	B	NP
P04406	6ynf	A	NP
P04406	8g12	C	NP
P04406	6ynd	A	NP
P04406	6ynd	F	NP
P04406	6yne	B	NP
P04406	8p5f	AAA	NP
P04406	6ynf	D	NP
P04406	4wni	A	NP
P04406	8g15	C	NP
P04406	1znq	O	NP
P04406	8p5f	DDD	NP
P04406	6ynd	E	NP
P04406	8g15	A	NP
P04406	6iq6	E	NP
P04406	6m61	P	NP
P04406	1u8f	O	NP
P04406	8g13	B	NP
P04406	6m61	R	NP
P04406	8g17	B	NP
P04406	8p5f	EEE	NP
P04406	4wnc	D	NP
P04406	6ynf	F	NP
P04406	6iq6	A	NP
P04406	8g13	C	NP
P04406	1u8f	R	NP
P04406	6m61	O	NP
P04406	4wnc	E	NP
P04406	6iq6	D	NP
P04406	8dns	O	NP
P04406	6ynh	D	NP
P04406	4wni	O	NP
P04406	8g14	A	NP
P04406	8g15	D	NP
P04406	6ynf	C	NP
P04406	4wnc	B	NP
P04406	8g16	D	NP
P04406	6ynd	H	NP
P04406	8g14	C	NP
P04406	8g14	B	NP
P04406	4wnc	C	NP
P04406	8dns	R	NP
P04406	8g17	A	NP
P04406	1u8f	P	NP
P04406	6ynh	G	NP
P04406	8g14	D	NP
P04406	8g13	D	NP
P04406	8g16	C	NP
P04406	8g16	A	NP
P04406	8g12	D	NP
P04406	6ynf	E	NP
P04406	6iq6	B	NP
P04406	3gpd	R	NP
P04406	6ynd	G	NP
P04406	1znq	R	NP
P04406	6iq6	F	NP
P04406	8g12	A	NP
P04406	8g15	B	NP
P04406	8g12	B	NP
P04406	3gpd	G	NP
P04406	1znq	P	NP
P04406	1znq	Q	NP
P04406	6yne	C	NP
P04406	8dns	Q	NP
P04406	8g16	B	NP
P04406	4wnc	A	NP
P04406	4wni	B	NP
P04406	6iq6	C	NP
P04406	6ynf	H	NP
P04406	4wnc	O	NP
P04406	8dns	P	NP
P04406	6ynf	G	NP
P04406	1u8f	Q	NP
P04406	6m61	Q	NP
P04406	8p5f	GGG	NP
P04406	8g17	C	NP
P04406	6iq6	G	NP
P04406	6ynd	D	NP
P04406	4wni	C	NP
P04406	4wnc	G	NP
P04406	6ynh	F	NP
P04406	6ynh	B	NP
P04406	8g13	A	NP
P04406	8g17	D	NP
P04406	6ynd	B	NP
P04406	6yne	A	NP
P04406	6yne	D	NP
P04629	5wr7	A	P
P04629	6npt	A	P
P04629	6pl1	A	P
P04629	6pl2	A	P
P04629	6pl4	A	P
P04629	6pma	A	P
P04629	6pmc	A	P
P04629	6pme	A	P
P04629	6pme	B	P
P04629	6pme	C	P
P04629	6dkw	A	NP
P04629	5kmi	A	NP
P04629	7vkn	A	NP
P04629	6pmb	A	NP
P04629	4pmt	A	NP
P04629	4pmp	A	NP
P04629	5h3q	A	NP
P04629	8j61	A	NP
P04629	6d22	A	NP
P04629	4gt5	A	NP
P04629	4aoj	B	NP
P04629	6d1y	A	NP
P04629	4yps	A	NP
P04629	5kmk	A	NP
P04629	7xaf	A	NP
P04629	4f0i	B	NP
P04629	6dkb	A	NP
P04629	4pmm	A	NP
P04629	5kmm	A	NP
P04629	6nsp	A	NP
P04629	6d20	A	NP
P04629	6nss	A	NP
P04629	6j5l	A	NP
P04629	6d1z	A	NP
P04629	5jfx	A	NP
P04629	7vkm	A	NP
P04629	5kmo	A	NP
P04629	8j5x	A	NP
P04629	5jfv	A	NP
P04629	7vko	A	NP
P04629	4yne	A	NP
P04629	5i8a	A	NP
P04629	7xbi	A	NP
P04629	8j63	A	NP
P04629	4f0i	A	NP
P04629	5kvt	A	NP
P04629	6iqn	A	NP
P04629	6pl3	A	NP
P04629	6dki	A	NP
P04629	5kml	A	NP
P04629	6dkg	A	NP
P04629	8j5w	A	NP
P04629	5kmj	A	NP
P04629	5kmn	A	NP
P04629	4pms	A	NP
P05132	1apm	E	P
P05132	1atp	E	P
P05132	1bkx	A	P
P05132	1bx6	A	P
P05132	1fmo	E	P
P05132	1j3h	A	P
P05132	1j3h	B	P
P05132	1jbp	E	P
P05132	1jlu	E	P
P05132	1l3r	E	P
P05132	1rdq	E	P
P05132	1re8	A	P
P05132	1rej	A	P
P05132	1rek	A	P
P05132	1syk	A	P
P05132	1syk	B	P
P05132	2cpk	E	P
P05132	2erz	E	P
P05132	2qcs	A	P
P05132	2qur	A	P
P05132	2qvs	E	P
P05132	3fhi	A	P
P05132	3fjq	E	P
P05132	3idb	A	P
P05132	3idc	A	P
P05132	3o7l	B	P
P05132	3o7l	D	P
P05132	3ow3	A	P
P05132	3pvb	A	P
P05132	3qal	E	P
P05132	3qam	E	P
P05132	3tnp	C	P
P05132	3tnp	F	P
P05132	3x2u	A	P
P05132	3x2v	A	P
P05132	3x2w	A	P
P05132	4dfx	E	P
P05132	4dfy	A	P
P05132	4dfy	E	P
P05132	4dfz	E	P
P05132	4dg0	E	P
P05132	4dg2	E	P
P05132	4dg3	E	P
P05132	4dh1	A	P
P05132	4dh3	A	P
P05132	4dh5	A	P
P05132	4dh7	A	P
P05132	4dh8	A	P
P05132	4din	A	P
P05132	4hpt	E	P
P05132	4hpu	E	P
P05132	4iac	A	P
P05132	4iad	A	P
P05132	4iaf	A	P
P05132	4iai	A	P
P05132	4iak	A	P
P05132	4iay	A	P
P05132	4iaz	A	P
P05132	4ib0	A	P
P05132	4ib1	A	P
P05132	4ib3	A	P
P05132	4nts	A	P
P05132	4nts	B	P
P05132	4ntt	A	P
P05132	4ntt	B	P
P05132	4o21	A	P
P05132	4o22	A	P
P05132	4wbb	B	P
P05132	4x6q	C	P
P05132	4x6r	A	P
P05132	4xw4	A	P
P05132	4xw5	A	P
P05132	4xw6	A	P
P05132	5jr7	A	P
P05132	5jr7	C	P
P05132	5x3f	B	P
P05132	6e21	A	P
P05132	6mm5	E	P
P05132	6mm6	C	P
P05132	6mm6	E	P
P05132	6mm7	A	P
P05132	6mm7	D	P
P05132	6mm8	C	P
P05132	7e0z	A	P
P05132	7e11	A	P
P05132	7e12	A	P
P05132	7ujx	E	P
P05132	7v0g	E	P
P05132	3j4r	E	NP
P05132	3j4r	D	NP
P05132	3j4q	E	NP
P05132	3j4q	D	NP
P05187	1zeb	A	P
P05187	1zef	A	P
P05187	2glq	A	P
P05187	3mk0	A	P
P05187	3mk1	A	P
P05187	3mk2	A	P
P05187	1ew2	A	NP
P05187	1zed	A	NP
P05198	6o9z	L	P
P05198	6o9z	M	P
P05198	7d43	K	P
P05198	7d43	L	P
P05198	7d44	K	P
P05198	7d44	L	P
P05198	7d45	K	P
P05198	7nzm	E	P
P05198	7qp6	r	NP
P05198	7f67	N	NP
P05198	6k72	L	NP
P05198	8ppl	Ir	NP
P05198	7sys	j	NP
P05198	6zp4	O	NP
P05198	7f66	N	NP
P05198	6k71	K	NP
P05198	8oz0	D	NP
P05198	7a09	O	NP
P05198	7f67	Q	NP
P05198	6o85	L	NP
P05198	6o81	L	NP
P05198	8qzz	B	NP
P05198	1kl9	A	NP
P05198	7syr	j	NP
P05198	1q8k	A	NP
P05198	7qp7	r	NP
P05198	6ybv	r	NP
P05198	6k72	K	NP
P05198	6o81	M	NP
P05198	6zmw	r	NP
P05771	2i0e	A	P
P05771	2i0e	B	P
P05771	8sg2	B	NP
P06213	1gag	A	P
P06213	1ir3	A	P
P06213	1rqq	A	P
P06213	1rqq	B	P
P06213	2auh	A	P
P06213	2b4s	B	P
P06213	2b4s	D	P
P06213	2z8c	A	P
P06213	3bu3	A	P
P06213	3bu5	A	P
P06213	3bu6	A	P
P06213	4xlv	A	P
P06213	8dwn	A	P
P06213	4ibm	A	NP
P06213	6pxw	A	NP
P06213	7pht	A	NP
P06213	5hhw	A	NP
P06213	7pg4	B	NP
P06213	4ibm	B	NP
P06213	7pg3	B	NP
P06213	8u4c	A	NP
P06213	2mfr	A	NP
P06213	6pxw	B	NP
P06213	3eta	A	NP
P06213	1irk	A	NP
P06213	3ekk	A	NP
P06213	8u4e	B	NP
P06213	5e1s	A	NP
P06213	7pg2	A	NP
P06213	3ekn	A	NP
P06213	3eta	B	NP
P06213	7pg0	A	NP
P06213	8vjb	A	NP
P06213	7bwa	A	NP
P06213	7bw7	A	NP
P06213	8vjc	A	NP
P06213	1i44	A	NP
P06213	8u4b	A	NP
P06213	7bwa	C	NP
P06213	1p14	A	NP
P06239	1qpc	A	P
P06239	1qpd	A	P
P06239	1qpe	A	P
P06239	1qpj	A	P
P06239	2ofu	A	P
P06239	2zm1	A	P
P06239	2zm4	A	P
P06239	2zyb	A	P
P06239	3ac1	A	P
P06239	3ac2	A	P
P06239	3ac3	A	P
P06239	3ac4	A	P
P06239	3ac5	A	P
P06239	3ac8	A	P
P06239	3acj	A	P
P06239	3ack	A	P
P06239	3ad4	A	P
P06239	3ad5	A	P
P06239	3ad6	A	P
P06239	3bym	A	P
P06239	3byo	A	P
P06239	3kmm	A	P
P06239	3kxz	A	P
P06239	3lck	A	P
P06239	6pdj	A	P
P06239	2og8	B	NP
P06239	3bys	A	NP
P06239	3byu	A	NP
P06239	2of2	A	NP
P06239	4c3f	A	NP
P06239	2ofv	A	NP
P06239	2ofv	B	NP
P06239	3mpm	A	NP
P06239	2og8	A	NP
P06239	2pl0	A	NP
P06239	3b2w	A	NP
P06239	2of4	A	NP
P06241	2dq7	X	P
P06241	4u1p	A	NP
P06241	2mqi	A	NP
P06241	1aot	F	NP
P06241	4u17	A	NP
P06241	2mrj	A	NP
P06241	1g83	A	NP
P06241	4u17	B	NP
P06241	4u17	C	NP
P06241	1aou	F	NP
P06241	1g83	B	NP
P06241	2mrk	A	NP
P06276	2y1k	A	P
P06276	2xmg	A	NP
P06276	6sam	A	NP
P06276	6zwi	A	NP
P06276	6esj	A	NP
P06276	6r6w	A	NP
P06276	5nn0	A	NP
P06276	5k5e	A	NP
P06276	2xmb	A	NP
P06276	7awi	A	NP
P06276	7qhd	A	NP
P06276	6f7q	A	NP
P06276	4bbz	A	NP
P06276	2wij	A	NP
P06276	2xqj	A	NP
P06276	5lkr	B	NP
P06276	2xqg	A	NP
P06276	3dkk	A	NP
P06276	6t9s	A	NP
P06276	6qaa	A	NP
P06276	6ez2	A	NP
P06276	6t9p	A	NP
P06276	6i2t	A	NP
P06276	4bds	A	NP
P06276	5lkr	A	NP
P06276	7q1p	A	NP
P06276	8ai7	F	NP
P06276	6r6v	A	NP
P06276	6esj	B	NP
P06276	7q1n	A	NP
P06276	4tpk	A	NP
P06276	7zpb	A	NP
P06276	8am2	A	NP
P06276	2pm8	A	NP
P06276	7q1m	A	NP
P06276	2xmd	A	NP
P06276	7bo3	A	NP
P06276	5dyt	B	NP
P06276	2j4c	A	NP
P06276	2wik	A	NP
P06276	5dyy	A	NP
P06276	6i2t	C	NP
P06276	6i0c	A	NP
P06276	6xta	A	NP
P06276	3o9m	A	NP
P06276	6i2t	D	NP
P06276	4b0p	A	NP
P06276	2xmc	A	NP
P06276	6i0b	A	NP
P06276	8am1	A	NP
P06276	4xii	B	NP
P06276	6eqp	A	NP
P06276	6rua	A	NP
P06276	6eqq	A	NP
P06276	7bgc	A	NP
P06276	2wif	A	NP
P06276	6emi	A	NP
P06276	7q1o	A	NP
P06276	7qbq	A	NP
P06276	1xlv	A	NP
P06276	4aqd	A	NP
P06276	2wil	A	NP
P06276	2wsl	A	NP
P06276	6eyf	A	NP
P06276	6emi	B	NP
P06276	2wid	A	NP
P06276	6f7q	B	NP
P06276	7awh	A	NP
P06276	4axb	A	NP
P06276	1p0m	A	NP
P06276	6i2t	B	NP
P06276	4b0o	A	NP
P06276	6qae	A	NP
P06276	5dyt	A	NP
P06276	6qac	A	NP
P06276	6qad	A	NP
P06276	7amz	A	NP
P06276	1p0i	A	NP
P06276	5dyy	B	NP
P06276	7bo4	A	NP
P06276	7aiy	A	NP
P06276	7qbr	A	NP
P06276	4tpk	B	NP
P06276	5dyw	A	NP
P06276	2wil	B	NP
P06276	6esy	B	NP
P06276	5dyw	B	NP
P06276	1xlu	A	NP
P06276	7awg	A	NP
P06276	5k5e	B	NP
P06276	1xlw	A	NP
P06276	2pm8	B	NP
P06276	2xqk	A	NP
P06276	6ep4	A	NP
P06276	3o9m	B	NP
P06276	2wig	A	NP
P06276	1p0q	A	NP
P06276	2xqi	A	NP
P06276	8cgo	A	NP
P06276	6ez2	B	NP
P06276	1p0p	A	NP
P06276	6qab	A	NP
P06276	4aqd	B	NP
P06276	6rua	B	NP
P06276	4xii	A	NP
P06276	6esy	A	NP
P06276	2xqf	A	NP
P06276	3djy	A	NP
P06276	7aiy	B	NP
P06276	7qhe	A	NP
P06400	4elj	A	P
P06400	1o9k	G	NP
P06400	1o9k	C	NP
P06400	1o9k	E	NP
P06400	1gux	A	NP
P06400	1o9k	A	NP
P06493	7nj0	B	P
P06493	4yc6	C	NP
P06493	6gu7	E	NP
P06493	4y72	A	NP
P06493	6gu4	A	NP
P06493	6gu6	A	NP
P06493	6gu7	C	NP
P06493	4yc3	A	NP
P06493	6gu7	A	NP
P06493	4yc6	A	NP
P06493	5lqf	A	NP
P06493	5lqf	D	NP
P06493	4yc6	E	NP
P06493	4yc6	G	NP
P06493	6gu3	A	NP
P06493	6gu2	A	NP
P06493	6gu7	G	NP
P06493	5hq0	A	NP
P06737	1fa9	A	P
P06737	2qll	A	P
P06737	3dd1	A	P
P06737	3dd1	B	P
P06737	3dds	A	P
P06737	3dds	B	P
P06737	3ddw	A	P
P06737	3ddw	B	P
P06737	1l5s	A	NP
P06737	1l7x	A	NP
P06737	1exv	B	NP
P06737	2zb2	A	NP
P06737	1exv	A	NP
P06737	1l7x	B	NP
P06737	2ati	A	NP
P06737	1fc0	A	NP
P06737	1l5q	B	NP
P06737	2ati	B	NP
P06737	1l5q	A	NP
P06737	1l5r	B	NP
P06737	2zb2	B	NP
P06737	8ems	B	NP
P06737	8ems	A	NP
P06737	1fc0	B	NP
P06737	1em6	A	NP
P06737	1l5s	B	NP
P06737	1l5r	A	NP
P06737	1em6	B	NP
P06737	1xoi	B	NP
P06737	1xoi	A	NP
P07101	4j6s	E	P
P07101	4j6s	F	P
P07101	4j6s	G	P
P07101	4j6s	H	P
P07101	7a2g	C	NP
P07101	2xsn	D	NP
P07101	7pim	F	NP
P07101	6zvp	B	NP
P07101	7pim	D	NP
P07101	6zn2	C	NP
P07101	6zn2	G	NP
P07101	6zvp	A	NP
P07101	7a2g	D	NP
P07101	7pim	B	NP
P07101	6zn2	E	NP
P07101	7pim	A	NP
P07101	7a2g	B	NP
P07101	6zzu	B	NP
P07101	2xsn	C	NP
P07101	6zvp	C	NP
P07101	2xsn	B	NP
P07101	2xsn	A	NP
P07101	6zzu	C	NP
P07101	7a2g	A	NP
P07101	6zn2	A	NP
P07101	6zzu	D	NP
P07101	6zvp	D	NP
P07101	6zzu	A	NP
P07332	3cd3	A	P
P07332	3bkb	A	NP
P07332	3cbl	A	NP
P07332	4e93	A	NP
P07332	6jmf	A	NP
P07355	5lq0	A	P
P07355	5lq0	B	P
P07355	5lq2	A	P
P07355	5lq2	B	P
P07355	1xjl	A	NP
P07355	1xjl	B	NP
P07355	1w7b	A	NP
P07355	5lpu	A	NP
P07355	5lpu	B	NP
P07355	5lpx	A	NP
P07355	7eq7	A	NP
P07358	3ojy	B	P
P07358	6h03	C	NP
P07358	7nyd	D	NP
P07358	6h04	C	NP
P07358	8b0h	D	NP
P07358	8b0g	D	NP
P07477	1trn	A	P
P07477	1trn	B	P
P07477	8h3s	C	NP
P07477	4wxv	B	NP
P07477	7qe8	A	NP
P07477	4wxv	A	NP
P07477	2ra3	A	NP
P07477	4wwy	B	NP
P07477	7qe8	B	NP
P07477	4wwy	A	NP
P07477	2ra3	B	NP
P07477	7qe9	A	NP
P07477	7qe9	B	NP
P07477	1fxy	A	NP
P07949	2ivt	A	P
P07949	2ivu	A	P
P07949	2ivv	A	P
P07949	2x2k	A	P
P07949	2x2l	A	P
P07949	2x2m	A	P
P07949	2x2m	B	P
P07949	4cki	A	P
P07949	4ckj	A	P
P07949	5amn	A	P
P07949	5fm2	A	P
P07949	5fm3	A	P
P07949	6fek	A	P
P07949	6i82	A	P
P07949	6i82	B	P
P07949	6i83	A	P
P07949	6ne7	A	P
P07949	6nja	A	P
P07949	6vhg	A	P
P07949	7nzn	A	P
P07949	7run	A	P
P07949	7run	B	P
P07949	7ju5	A	NP
P07949	7ju6	A	NP
P07949	2ivs	A	NP
P07949	7du8	A	NP
P07949	6nec	A	NP
P07949	7du9	A	NP
P07949	7dua	A	NP
P07949	7ju5	B	NP
P07949	7ju6	B	NP
P08069	1k3a	A	P
P08069	2zm3	A	P
P08069	2zm3	B	P
P08069	2zm3	C	P
P08069	2zm3	D	P
P08069	3f5p	A	P
P08069	3f5p	B	P
P08069	3f5p	C	P
P08069	3f5p	D	P
P08069	3f5p	E	P
P08069	3f5p	F	P
P08069	3f5p	G	P
P08069	3f5p	H	P
P08069	3f5p	I	P
P08069	3f5p	J	P
P08069	3f5p	K	P
P08069	3f5p	L	P
P08069	3f5p	M	P
P08069	3f5p	R	P
P08069	3f5p	S	P
P08069	3f5p	T	P
P08069	3nw6	A	NP
P08069	3lvp	A	NP
P08069	1jqh	B	NP
P08069	1m7n	A	NP
P08069	5hzn	E	NP
P08069	5fxq	A	NP
P08069	3qqu	A	NP
P08069	3i81	A	NP
P08069	3lw0	D	NP
P08069	1p4o	A	NP
P08069	4d2r	A	NP
P08069	8pyi	HHH	NP
P08069	8pyl	AAA	NP
P08069	5hzn	B	NP
P08069	1jqh	C	NP
P08069	2oj9	A	NP
P08069	5hzn	D	NP
P08069	3qqu	B	NP
P08069	8pyn	AAA	NP
P08069	8pyj	AAA	NP
P08069	1p4o	B	NP
P08069	3d94	A	NP
P08069	8pyi	BBB	NP
