ACC_ID	PDB_Structures
Q9NWU1	2c9h_A,2iwz_A,2iwy_A,2iwz_B,2iwy_B
Q00420	1awc_B
P13929	2xsx_A,2xsx_B
P53986	7y1q_A
P18669	7xb9_B,8itc_B,1yjx_H,1yjx_B,7xb7_B,8it8_C,7xb8_B,8it5_B,8it4_B,6isn_C,8it4_A,5y64_B,1yjx_D,5y64_C,5y2i_B,8itc_C,5zrm_B,1yjx_G,1yjx_J,5y2u_B,1yjx_C,1yfk_B,8itd_B,5y35_B,1yjx_L,5y65_C,7xb8_C,4gpz_B,8it7_B,5zs7_B,6isn_B,8it6_C,5y35_C,8it8_B,8itb_B,4gpi_B,1yjx_I,8itb_C,7xb9_C,8it5_C,8it7_C,5zs8_B,1yjx_E,5zrm_C,5zs7_C,5y65_B,7xb7_C,8it6_B,5y2u_C,1yfk_A,4gpi_C,1yjx_A,8itd_C,5y2i_C,1yjx_F,4gpz_A,1yjx_K,5zs8_C
P49190	7f16_R
Q9Y6M1	2cqh_A,6rol_D,6rol_C,6rol_A,6rol_B
P13688	5dzl_C,5dzl_B,6v3p_B,6xno_A,6gbh_D,7mu8_B,6xnw_B,2gk2_B,5dzl_D,6xo1_A,6xo1_B,6xnw_C,6aw2_A,6gbh_B,6xnt_A,7rpp_C,4qxw_A,6xnw_D,4qxw_B,8cxj_A,4whd_A,6xnt_B,6xno_B,8cxj_E,7mu8_A,2gk2_A,7rpp_B,5dzl_A,8cxj_G,6gbg_D,8cxj_C,7rpp_A,6v3p_A,6xnw_A,4whd_B
O75381	4bxu_A,2w84_A,2w85_A
O88454	6pis_B,6pis_A
P20826	2o27_B,2o26_E,2o27_A,2o26_F,2o26_A,2o26_B
Q9Z272	2w6a_B,2w6a_A,6iuh_A,6iui_A,6iuh_B,2jx0_A,6iui_B
P09237	2mze_A,5ue5_A,1mmq_A,5ue2_A,2y6d_A,1mmp_B,7wxx_A,8jug_A,2y6c_A,8k4z_A,2mzi_A,8jud_A,8juf_A,2ddy_A,1mmp_A,1mmr_A,2mzh_A
Q86Y39	5xth_V,5xti_V,5xtc_V,5xtd_V,5xti_BV
Q92963	4klz_A
Q8TDY4	2b0o_H,2b0o_E,2b0o_F,2b0o_G
Q8VCQ3	2crb_A
P49715	8k8c_B,8k8c_A
Q96JM3	6ekl_B,6ekj_B
Q9HAZ1	6fyv_A
P51857	3g1r_A,3g1r_B,3uzw_A,3uzw_B,3bv7_A,3uzx_B,3buv_B,3cot_B,3dop_B,3bur_B,3bv7_B,3bur_A,3cav_A,3dop_A,3uzy_B,3buv_A,3uzy_A,3cot_A,3uzz_B,3cmf_A,3uzz_A,3caq_A,3caq_B,3cas_A,3cmf_B,3cav_B,3cas_B,3uzx_A
P11509	3t3q_C,3t3r_A,1z10_C,3ebs_B,4ejj_A,1z10_D,2fdu_C,4rui_F,4ejj_D,4rui_E,3t3r_C,4ejj_C,2fdv_C,2fdv_A,3t3q_D,3ebs_D,2fdv_B,2fdy_B,4ejj_B,1z10_B,3t3r_D,4rui_D,4rui_A,4rui_B,4rui_C,2fdw_D,2fdu_D,3t3q_B,1z11_A,1z11_D,3ebs_C,2fdy_A,2fdw_A,2fdu_A,3ebs_A,1z11_C,2fdy_D,2fdu_B,3t3r_B,1z10_A,2fdv_D,2fdy_C,1z11_B,2fdw_B,2fdw_C,3t3q_A
Q9R016	7rav_A,5yud_A
Q147X3	7mx2_A,7rb3_A
Q15413	6uhb_B,6uhe_C,6uhe_D,6uha_B,6uhh_C,6uhe_A,6uhe_B,6uha_A,6uhh_D,6uhh_A,6uhh_B,6uhb_A,4erv_A
Q9WTZ1	6v9i_R
P15121	2fz9_A,4ys1_A,1z3n_A,3mc5_A,1z8a_A,1ads_A,2pdg_A,3ghu_A,8fh9_A,1iei_A,4jir_A,3t42_A,4xzh_A,2inz_A,2pdk_A,8b3n_A,5ouk_A,3u2c_A,2ikj_A,8oz2_A,2hvo_A,1pwl_A,5ouj_A,4xzh_B,2pdn_A,1z89_A,4rpq_A,3s3g_A,2ipw_A,2fz8_A,1ef3_B,6t5g_A,8auu_A,3q67_A,3onc_A,6f84_A,3ghr_A,1el3_A,4xzi_A,2pd9_A,3rx4_A,2pdh_A,3dn5_A,6y03_A,3lql_A,1xgd_A,2pdu_A,6f8o_A,8p2r_A,8b34_A,4lbs_A,8ae9_A,2pd5_A,2nvc_A,4laz_A,6t3p_A,2acr_A,8b3r_A,4lb3_A,4puw_A,8fh6_A,2r24_A,2pdm_A,4qr6_A,4puu_A,1x97_A,2pzn_A,4lbr_A,5ou0_A,3q65_B,2pdp_A,2pdw_A,3rx3_A,3rx2_A,6txp_A,1mar_A,8fh5_A,2isf_A,1abn_A,2pf8_A,2hv5_A,2pdf_A,2iki_A,2i16_A,6t27_A,3m4h_A,2pev_A,2fzb_A,8b66_A,4nkc_A,6y1p_A,2f2k_A,2pdc_A,2pdi_A,3bcj_A,2dv0_A,6f81_A,6t7q_A,4qxi_A,5ha7_B,1t40_A,3q65_A,2ikg_A,1t41_A,4gca_A,2agt_A,2nvd_A,3lbo_A,8a4n_A,5ha7_A,4prr_A,3p2v_A,1az2_A,6td8_A,2pdl_A,2ikh_A,8aqg_A,3len_A,6tuf_A,8cnp_A,2dux_A,4qx4_A,3lz3_A,6xum_A,3m0i_A,4yu1_A,3m64_A,8fh7_A,4prt_A,2pdq_A,2is7_A,2pdj_A,3q67_B,3v36_A,2pdx_A,1az1_A,2pdb_A,2qxw_A,2i17_A,6f82_A,1pwm_A,4igs_A,2j8t_A,4lb4_A,2duz_A,2hvn_A,4q7b_A,2pfh_A,6tuc_A,6f7r_A,2ine_A,1ef3_A,2fzd_A,8bjl_A,3v35_A,8aqp_A,2iq0_A,4lau_A,3mb9_A,1x98_A,8cnf_A,2acu_A,3ght_A,3lqg_A,8fh8_A,4pr4_A,3ghs_A,2iqd_A,6syw_A,3lz5_A,2pdy_A,3ld5_A,4qbx_A,1x96_A,1us0_A,3lep_A,2acs_A,3g5e_A,2acq_A,3onb_A
Q92974	7g8e_B,7g97_B,7g9g_B,7g8p_B,7g8c_B,7g85_B,7g9f_B,7g9d_B,7g8g_B,7g9c_B,7g8t_B,7g8w_B,7g9i_B,7g8d_B,7g8y_B,7g98_B,7g8j_B,7g89_B,7g99_B,7g9h_B,7g86_B,7g90_B,7g93_B,7g9e_B,7g88_B,7g94_B,7g8s_B,7g8b_B,7g8m_B,7g9b_B,7g8u_B,7g80_B,7g8n_B,7g83_B,7g8a_B,7g8z_B,7g8l_B,7g8q_B,7g96_B,7g8x_B,7g8r_B,7g91_B,7g8o_B,7g95_B,7g8h_B,7g82_B,7g8v_B,7g81_B,7g92_B,7g8f_B,7g84_B,7g9a_B,7g9j_B,7g87_B,8bnt_B,7g8i_B,7g8k_B,5efx_A
Q9UJ70	2ch6_D,2ch6_B,2ch6_C,2ch5_D,2ch5_A,2ch6_A,2ch5_B,2ch5_C
P00751	6ruv_L,2win_I,6rav_BBB,6qsx_AAA,2xwb_F,7jtn_C,7jtq_A,6t8u_BBB,6qsw_AAA,6t8v_BBB,2xwj_L,2win_K,2xwj_J,2xwb_H,6rur_J,1rs0_A,1rrk_A,6t8w_BBB,6t8u_CCC,2ok5_A,1dle_A,6t8u_AAA,3hs0_I,6t8w_AAA,6qsw_CCC,7jtn_A,8eok_D,8enu_D,2win_J,6qsw_BBB,1dle_B,2xwj_K,6t8v_AAA,6qsx_BBB,7jtq_C,2xwj_I,1rtk_A,6rur_L,7noz_F,6rav_AAA,6ruv_J,2win_L,1q0p_A,8uin_J,8uin_X
Q9UJX3	4ui9_Y,9gaw_Z,8pkp_Y,5l9t_Y,6tlj_Y,8tar_Z,8tau_Y,6tlj_X,5a31_Y,5l9u_X,8pkp_Z,8tau_Z,5g05_Y,5khr_Y,9gaw_Y,5khu_Y,5a31_X,8tar_Y,5g04_Y,5g04_X,5lcw_X,6tnt_Y,5g05_X,3ffl_C,6q6g_Y,3ffl_B,6q6g_Z,6tm5_X,5l9t_X,4ui9_X,5khu_X,6q6h_Y,6tnt_X,3ffl_D,6q6h_Z,5lcw_Y,5khr_X,6tm5_Y,3ffl_A,5l9u_Y
Q9UBP0	6pek_C,6pen_B,6pek_B,6pek_A,6pen_D,6pen_C,6pen_F,3vfd_A,5z6q_A,6pen_E,6pen_A,5z6r_A,6pek_D,3eab_F,3eab_A,7s7j_A,3eab_E,3eab_B,3eab_C,3eab_D
Q9UHE8	6y9b_C,8ucd_A,6y9b_A,8ucd_C,6y9b_B,8ucd_B
Q9BY66	2yqe_A,2e6r_A
D3ZMK9	6ewx_A
O95825	8a3o_B,7nd2_D,8a3o_A,7nd2_C
O75151	3pua_A,8f8z_B,3pu8_A,3pu8_B,3pus_A,8f8y_A,3pu3_A,8f8z_A,8f8y_B,3ptr_B,3pu3_B,3pus_B,7m10_A,3kqi_A
Q8NDM7	8j07_i6
P06804	7kp8_C,7kp8_B,7kp7_C,7kp7_A,2tnf_A,7kp7_B,7kp8_A,2tnf_C,2tnf_B
P02452	1q7d_A,1q7d_B,3ejh_F,5ou9_C,5ou9_E,5ou9_D,5k31_B,5k31_D,5k31_A,5k31_F,5k31_C,5k31_E
P54987	6r6t_B,7br9_A,6r6t_A,7br9_B
O55236	1i9s_A,1i9t_A,3rtx_B
Q29980	1je6_A,2wy3_A,2wy3_C
Q9H444	4abm_C,4abm_B,4abm_A,4abm_D
O15552	8j24_D,8j23_A,8j22_C,8t3s_R
P84078	2j59_B,2j59_F,2j59_C,1j2j_A,1o3y_A,2j59_A,1o3y_B,2j59_D,2j59_E
Q64337	3b0f_A,2rru_A,3b0f_B
P30613	2vgi_D,5scf_F,5sch_G,7fsb_G,5scl_F,7fsa_D,6nn8_E,5scj_E,7frx_E,7fsc_E,7fs3_E,7fsc_D,5scf_D,7fs0_E,5scg_A,2vgb_C,5scd_C,5scg_D,5sck_D,7frx_A,7fs0_F,5sci_H,2vgf_B,7frw_C,5sch_C,7qdn_C,5scd_G,5scl_H,7fs1_C,6nn8_F,7fs1_G,5sce_E,7qzu_D,5scd_A,7fs0_B,5sc9_F,7fs4_A,4ip7_B,5sc9_C,7fry_H,8tbs_B,8tbs_C,7frw_E,7fs3_B,7fs8_E,7fs4_C,5scc_C,5scb_C,5sc8_F,7fs3_A,5sc9_G,5sce_G,2vgg_C,5scb_H,5sdt_E,5scf_A,5sck_F,5sca_F,7fs0_G,7fs1_F,5scf_C,5sck_E,7fs5_B,7fsc_A,5scc_F,7frx_F,7fsd_H,7fs8_B,7fs8_D,7fs1_A,7frw_H,7fs5_E,7fs9_B,7qzu_G,5scj_H,7frw_G,7frv_F,7fs6_H,5scc_G,5sce_A,7fs4_F,5scg_F,7fs6_E,7fs2_A,5scj_D,7fry_E,7frv_B,5sc8_D,7fsb_B,5sca_A,5sck_H,5scd_F,5sdt_C,7fs2_C,6nn5_A,5sci_B,7frx_G,7frz_F,2vgg_D,6nn8_B,5sc8_E,5scg_H,7fs9_C,5scj_B,7fs7_D,5sc9_H,5sci_C,8tbu_F,5sc8_G,7fs5_D,7frv_C,5sck_C,7frx_D,5scj_F,7fs0_D,8xfd_B,8tbs_F,7fsb_D,7fsb_H,7fs1_B,7fsd_A,8tbu_D,7frw_D,7fs3_D,7fry_D,7fs7_E,5scf_E,7fs4_E,6nn8_A,5sce_D,7frw_B,7fsa_B,7fs6_A,5sci_G,8tbs_E,4ip7_C,8tbu_H,7fs2_B,7fs5_F,6nn7_E,6nn4_A,8tbu_A,2vgf_D,5scd_D,5sc8_H,5sc9_A,7fs6_G,7fsd_D,5scl_B,7fsa_C,7fs8_C,7frz_E,7fsd_C,5scj_G,7fs3_G,7fs1_H,7frw_A,5sc9_D,4ima_C,7fs5_A,7fs7_A,5sce_F,7frz_G,7qdn_B,2vgf_A,7fs2_E,5scl_E,6nn8_G,5scg_B,5scl_D,2vgb_A,7frv_E,5sca_G,5sdt_A,5sdt_B,2vgf_C,7qzu_H,7fs9_H,7fs5_C,7fsc_G,7qzu_E,7fs6_D,5scf_H,7qdn_A,5sc8_A,7fsd_G,7frv_G,7frx_H,5sce_C,5scb_G,7qdn_F,7fsc_F,5scb_F,5scl_A,5sck_G,2vgg_A,4ima_B,5sce_H,5sce_B,7fs9_F,7fs8_H,5scf_B,7fs2_D,7qzu_A,7fs3_H,7frz_A,7fsb_C,7frz_H,7fs4_G,4ima_A,7fry_F,5scl_G,7fsc_C,7fsa_A,7fsd_E,5sc9_B,7qdn_D,5scd_B,5scc_E,5scb_E,7fs2_F,7fs3_C,8tbu_E,6nn5_C,7fs6_B,7fsc_B,7fsa_H,5scl_C,5sdt_D,7frz_B,7qdn_G,7fs0_A,7fs4_H,7frx_C,7frw_F,8tbs_H,7fs4_D,2vgb_B,7fs8_F,7fs1_D,5sc8_B,5scb_A,7fs7_H,5scg_C,6nn7_C,7fsa_F,7qdn_E,7fsd_B,5scg_G,7fsd_F,5scf_G,5sch_B,7fs6_C,5scc_H,7fry_A,7frv_H,7fs7_B,5scj_A,5scb_D,5scb_B,7frx_B,5sca_D,4ip7_A,7fs5_G,5sdt_G,8tbt_A,7frz_D,7fs2_H,2vgi_C,6nn8_C,8tbt_C,7fs6_F,8xfd_C,5sca_B,7fs0_H,7fs0_C,7fs7_G,6nn7_A,2vgi_A,5scd_E,7frv_D,5sch_E,7fry_B,7fs5_H,7qzu_C,5sca_E,5sca_C,5sck_B,5sc8_C,5sca_H,5sch_F,7fsb_E,5sdt_F,8tbt_B,8xfd_D,2vgb_D,4ip7_D,5sch_D,7fs4_B,7fsa_E,7fs8_A,7fs1_E,7fs9_E,5scc_B,7qzu_B,5sdt_H,7fs3_F,8xfd_A,8tbt_D,7qzu_F,5scd_H,5sch_H,7fsb_F,5sck_A,5sci_A,7frv_A,7fsc_H,7fsb_A,5scc_D,7fs8_G,5sci_D,5scc_A,7fs2_G,7fsa_G,7fs7_C,5scg_E,5sch_A,7fs7_F,7qdn_H,7fs9_G,7fs9_A,6nn7_G,7fs9_D,7frz_C,5scj_C,7fry_C,5sci_E,5sc9_E,8tbs_G,5sci_F,7fry_G
Q15910	5ls6_J,4mi5_A,8fyh_A,5hyn_K,6c24_K,4mi0_A,5hyn_A,5ls6_G,5hyn_Q,8fyh_G,6u4y_B,5h15_C,5h19_B,5h25_C,5h24_D,5u5t_D,5gsa_C,5h14_D,5h14_C,7qju_D,5h24_C,5h15_D,5u62_D,5u62_C,5h25_D,5wuk_B,7qk4_B,5gsa_D,5h17_B,6lo2_D,7qjg_D,7qjg_C,6lo2_C,5u5t_C,7qju_C
Q86TU7	6ox5_A,3smt_A,6v63_B,6ox3_A,6mbl_A,6ict_D,6wk2_A,6ox1_B,6ox3_B,6ox2_B,6jat_A,6ox1_A,6ict_A,6ict_C,7w28_A,8x77_D,6v62_A,6v63_A,8x77_B,7lms_A,6icv_B,6mbj_B,6ox2_A,6mbk_B,6wk2_D,6mbj_A,6wk1_A,7w29_A,6jat_C,6ox0_B,6ox4_A,8x77_A,6ict_B,6wk1_B,6ox4_B,6icv_A,6ox0_A,6mbk_A,8x8q_B,8x77_G
Q9ESU6	3jvk_A,3muk_A,3mul_A,3jvj_A,2dww_A,3jvl_A,3jvm_A,2jns_A
Q9H9A7	3nbi_A,4cht_B,4cgy_B,3mxn_A,4day_A,3nbh_A
O88597	5yr0_A
Q7LBR1	6tz9_L,6tz5_WA,6tz9_I,6tz4_JB,6tz4_E,6e8g_R,6tz9_E,6e8g_YA,6e8g_W,6e8g_AA,6tz9_P,3jc1_At,6tz5_QA,6e8g_MA,6tz5_KB,3jc1_Cf,3jc1_Bj,6tz4_RB,6tz9_X,6tz4_PA,6e8g_L,3jc1_Ax,6e8g_SA,3jc1_Ap,6tz9_C,3jc1_Ch,6tz4_M,6tz9_AA,3jc1_Ah,6e8g_N,6tz5_H,6e8g_QA,6e8g_AB,6tz5_AB,3jc1_Bz,6tz4_BB,6tz4_FB,6tz4_RA,6tz5_B,6tz5_YA,3jc1_Av,6tz9_N,6tz4_HB,6tz9_Q,6e8g_CB,6e8g_H,6tz5_T,6tz4_LB,6e8g_Y,6tz5_L,3jc1_Bn,6tz9_K,6tz4_LA,3jc1_Cb,6tz4_XA,6tz4_FA,6tz5_GB,6tz9_J,3jc1_Ar,6e8g_CA,6tz9_Y,6tz4_G,3jc1_Cl,3jc1_Ab,3jc1_Bv,6tz5_N,3jc1_Bb,6tz4_S,6tz9_Z,6tz9_D,6e8g_F,6tz5_IA,6tz5_MA,6tz5_OA,3jc1_Bd,6e8g_KA,6tz9_W,6tz9_S,6tz5_MB,3jc1_Br,6e8g_J,6e8g_D,6tz5_CA,6tz5_F,6tz4_TA,6tz4_BA,3jc1_Al,6e8g_EA,6tz4_A,6tz4_NA,6tz4_NB,6tz4_JA,6tz4_PB,6tz4_O,3jc1_Cd,3jc1_Aj,6tz4_DB,6e8g_B,6e8g_IA,6tz5_P,6tz5_GA,6tz5_CB,6tz5_IB,6tz9_V,6tz4_DA,6tz5_AA,6tz4_C,6tz5_R,3jc1_Ad,6e8g_KB,3jc1_Af,6e8g_EB,6tz9_M,6e8g_UA,6e8g_IB,6e8g_OB,6tz9_R,6tz9_G,6tz5_QB,6tz9_A,3jc1_Cj,6tz4_Z,3jc1_Bf,6tz5_SA,6tz5_KA,6e8g_UB,6tz9_H,6tz9_F,6tz5_OB,6e8g_QB,6e8g_P,6tz5_Y,6e8g_MB,6e8g_SB,6tz5_J,6tz4_HA,6tz9_O,6tz4_V,6tz4_02,6tz9_T,3jc1_Bp,6tz5_EA,6e8g_GB,3jc1_An,6tz5_D,3jc1_Bl,6e8g_OA,3jc1_Az,6tz4_Q,6tz4_VA,6tz5_EB,3jc1_Bt,6e8g_T,6tz4_I,3jc1_Cp,6tz9_B,3jc1_Cn,6tz5_W,6tz4_K,3jc1_Bh,6tz4_ZA,6e8g_WA,6e8g_GA,6tz5_UA,6tz4_X,3jc1_Bx,3eab_K,3eab_J,3eab_L,3eab_G,3eab_I,3eab_H
Q02763	4k0v_A,2gy7_B,2gy5_A,5myb_A,5utk_A,5utk_B,5mya_A,7e72_F,5myb_B,7e72_E,5mya_B,6mwe_B,2osc_A,2oo8_X,2wqb_A,1fvr_B,2p4i_A,2p4i_B,1fvr_A,3l8p_A,6mwe_A
P25054	1deb_A,1deb_B,1m5i_A,8x2q_A,5iz9_A,3t7u_B,3nmx_B,3nmx_A,5iza_A,3qhe_C,5iz6_A,4yk6_A,4yjl_F,3nmz_B,4yjl_D,3nmw_A,3au3_A,5z8h_A,3nmz_A,7f6m_A,5iz8_A,5b6g_A,5iz8_B,4yjl_E,7f7o_A,3nmx_C,3nmw_B,8gsj_A,3t7u_A,3qhe_A,4yje_A,4yjl_B,4yjl_A,4yjl_C,1th1_D,1v18_B,1th1_C
Q96RG2	1ll8_A,3dls_B,3dls_D,3dls_A,3dls_E,3dls_F,3dls_C
Q9NS40	6y7q_AAA
Q9UJM8	6gmc_A,2w0u_A,5qie_A,5qif_A,7r4p_A,5qic_A,7r4o_A,5qig_A,6gmb_A,2w0u_B,2rdu_A,5qib_A,2nzl_A,5qid_A,2w0u_D,2rdw_A,5qih_A,6w4c_A,7r4n_A
Q9QZC7	2dhi_A
P21439	7niv_A,7niw_A
Q9H3H3	1ztp_B,1ztp_A,2q4k_C,2q4k_B,2q4k_A,1ztp_C
O76094	5m72_A,5wrw_D,5wrv_B,5wrw_C,5wrw_B,5wrw_E,8qvw_B,5wrw_F,5wrw_A,5m73_H,5m73_D
O89053	2b4e_A,2aq5_A,2akf_A,2akf_B,2akf_C
O60684	4uad_A,7rht_A
Q9H974	8omr_B
O54788	1v0d_A,1c9f_A,1f2r_C
Q9D6J6	8rgp_2,7ak6_E,8rgt_2,8ca3_E,8pw6_2,7ak5_E,8ca5_E,8pw5_2,6g2j_E,6zr2_E,6ztq_E,8rgr_2,8rgq_2,8olt_E,8c2s_E,7psa_E,7b93_E,8om1_E,6g72_E,8ca4_E,8pw7_2
O43324	4bl7_B,5bmu_A,5bmu_C,4bvy_B,5bmu_E,5bmu_G,2uz8_A,2uz8_B,5y6l_B,4bvx_B
Q96F81	7e2h_E,7e2g_D,7e2h_D
Q96Q11	1ou5_A,4x4w_A,1ou5_B,8cbm_E,4x4w_B
P21462	7vfx_R,7wvu_R,7euo_R,7t6t_R
Q6ZMC9	7zoz_A
Q9CPQ1	8pw6_v,8pw7_v,7o37_i,7o3e_i,8pw5_v,8pw5_i,7o3c_i
Q62651	1dci_A,1dci_C,1dci_B
O14867	2ihc_D,2ihc_B,2ihc_A,2ihc_C
Q96LA8	4y30_A,5e8r_B,5egs_D,6w6d_A,4y30_B,6p7i_A,7nr4_C,7nr4_D,4qqk_A,4qpp_B,6p7i_D,5egs_C,4hc4_A,4qpp_C,6p7i_C,5egs_A,6p7i_B,5egs_B,6wad_A,5hzm_A,5e8r_A,4y2h_A,5wcf_A,7nr4_B,7nr4_A,4qpp_A,4y2h_B
Q9NV56	2n1d_A
Q91XZ4	5dzx_A,5dzx_B
Q925T6	1v5q_A
Q6P1N9	2xio_A,8efg_A
Q6PKG0	8ey8_A,8ey6_A,7sow_A,8ey7_A,5v4r_B,5v7c_B,5c0v_B,5c0v_C,5c0v_D,5v87_A,6pw3_A,5v87_B,6pw3_D,6pw3_B,5c0v_A,4zc4_C,4zc4_B,4zc4_D,6pw3_C,4zc4_A,5v4r_A
O15178	8a10_A,5qrg_A,5qs5_A,5qru_A,5qs6_A,5qsg_A,5qs1_A,8fmu_A,5qs8_A,5qrx_A,5qrp_A,5qsb_A,5qri_A,5qt0_A,5qrv_A,5qrf_A,6zu8_A,5qrq_A,5qsc_A,7zl2_A,5qs4_A,7zk2_A,5qrk_A,6f58_B,7zkf_A,8cdn_A,5qrr_A,5qsi_A,5qs7_A,5qrj_A,5qsh_A,5qse_A,5qrs_A,5qrm_A,5qs2_A,5qsf_A,5qsk_A,5qrt_A,6f59_A,5qro_A,5qrl_A,6f59_B,8a7n_A,5qs9_A,5qrw_A,5qsj_A,5qrn_A,5qs3_A,5qsl_A,5qsa_A,5qs0_A,5qry_A,5qrh_A,6f58_A,5qsd_A,5qrz_A,8fmu_B
P04075	5ky6_D,4ald_A,2ald_A,6xmm_A,5ky6_B,6xmm_B,6xmh_B,6xml_B,6xml_A,6xmh_A,6xmo_A,1ald_A,6xmo_B,5ky6_A
P31321	4din_B,4f9k_C,4f9k_A,4f9k_D,4f9k_B
A1L3X0	6y7f_A,6y7f_B
Q9NVH2	8rbz_g,7cun_G,7ycx_G
Q64669	1dxq_B,1dxq_C,1dxq_D,1dxq_A
Q9H3E2	7sr1_B,7sr1_A,7sr2_A,7sr2_B,5woe_A
Q921E6	2qxv_A
Q96RS0	3egi_D,3gdh_C,3egi_C,3gdh_B,3gdh_A,3egi_A,3egi_B
Q9UI42	2pcu_A,4bd9_A,2bo9_C,2bo9_A,4a94_A,2boa_A,2boa_B,4a94_B
Q14974	2p8q_A,3lww_C,1f59_B,2qna_A,1qgr_A,6n89_A,1f59_A,3w5k_A,1o6o_A,1o6p_A,1o6o_C,1ibr_B,1o6o_B,1o6p_B,1m5n_S,3lww_A,1ibr_D,2q5d_A,6n88_B,8gcn_A,1qgk_A
Q9UPX8	8b10_E,8b10_D,8b10_A,8atj_AAA,8b10_C,8b10_B,8b10_F
Q9UKL3	6ap0_B,6ano_A,6ap0_A,6aoz_B,6aoz_D,6aoz_C,6ano_B,6aoz_A,2lr8_A
A6NL82	8j07_7I,7ung_K1,8j07_7J
Q5D1E8	3v34_B,3v32_B,3v32_A,3v33_B,3v33_A,3v34_A
P07309	2qpf_H,2qpf_B,2qpf_D,2qpf_G,2qpf_C,2qpf_E,2qpf_A,2qpf_F
O95997	7nj1_B
P05202	3hlm_C,3pdb_D,3hlm_D,3pdb_C,3pd6_C,3pd6_D,3pd6_A,3pdb_B,3hlm_B,3pdb_A,3hlm_A,3pd6_B
Q8BGL3	7d1x_A,7eov_A,7d1x_B
Q6ZQR2	8j07_5Q,8j07_5T,7ung_J1,7ung_J2,8j07_5O,8j07_5U,8j07_5R,8j07_5S,7ung_J5,8j07_5V,7ung_J3,7ung_J4,8j07_5P
P28827	2c9a_A,2v5y_A,8a16_B,8a16_A,8a17_A,8a17_B,8a17_C,8a17_D,1rpm_A,1rpm_B
Q5T1V6	2yqp_A
Q12866	2dbj_A,7avy_A,7aw2_A,7ab0_A,7ols_A,7ab1_A,7m5z_A,5tc0_B,7cqe_A,7aaz_A,7aw4_A,7avx_B,3tcp_B,4mh7_B,7aay_A,3brb_B,7aw1_A,7aax_A,7aw3_A,5k0k_A,5u6c_A,7xhy_A,7aw0_A,3bpr_A,7ab2_A,3bpr_C,2p0c_B,3brb_A,5td2_B,7olx_A,7oam_A,5k0x_A,7dxl_A,7m5z_B,7olv_A,7avx_A,4m3q_A,4mha_A,7avz_A
Q80VC9	5m50_C,1ugj_A,5lzn_A
P22626	5wwe_A,8hni_H,8hni_C,8hni_K,1x4b_A,8hni_I,7wm3_C,8hni_E,8hni_D,5wwf_A,8hni_J,8hni_B,7wm3_B,7wm3_D,8hni_F,5ho4_A,8hni_A,5wwg_A,5wwf_C,8hni_G,8hni_L,5en1_A,7wm3_A,8ec7_E,8duw_E,8du2_D,8ec7_N,8du2_E,8ec7_G,8ec7_B,8ec7_K,8du2_H,8ec7_A,8duw_D,8ec7_O,8duw_H,8duw_C,8du2_J,8du2_I,8du2_C,8du2_G,8du2_B,8duw_F,8duw_I,8duw_A,8ec7_I,8ec7_C,8duw_J,8du2_F,8ec7_H,8ec7_D,8ec7_L,8ec7_J,8duw_G,8ec7_F,8ec7_M,8du2_A,8duw_B
P16045	4lbq_B,4lbq_A,4lbq_D,4lbq_C
P15651	1jqi_B,1jqi_A
P31391	7xmt_R,7xms_R
P01878	7jg1_B,7jg1_C,7jg2_C,7jg2_D,7jg2_A,7jg1_D,7jg1_A,7jg2_B
Q96RK0	4j2l_C,4j2l_D,7m5w_A,6jrp_D,6jrp_G,6jrp_A,6jrp_J
P11277	1s35_A,3edu_A,3kbt_A,3kbu_A,3f57_A,3kbu_B,3f57_B,3kbt_B,3lbx_B
P33173	2zfk_A,2hxh_C,2zfm_A,1vfv_A,7eob_A,2zfi_A,1i5s_A,1ia0_K,1vfz_A,1vfw_A
Q9H6Q3	4m4z_A
Q6UXT8	7nx0_A,7mzz_A
Q9ERL7	1vkk_A,4jd2_H,1wfs_A
Q63HQ2	7zcb_B,7zcb_C,8d1b_C,7zc9_A,8d1b_D,7zc9_B
Q9NQW8	8euc_D,8ev8_D,7rhs_D,8etp_D,8evb_D,8eu3_D,8eva_D,8ev9_D,8evc_D
Q9H3F6	5fta_C,5fta_D,5fta_B,5fta_A
Q14CS0	8b5r_Y
P22307	1qnd_A,2c0l_B
P20700	3tyy_A,3tyy_B,7dtg_E,7dtg_B,7dtg_F,3umn_B,3jt0_A,3umn_A,7dtg_C,3jt0_B,2kpw_A,7dtg_A,7dtg_D,3umn_C
Q9Y231	8d0w_A,8d0o_A,8d0u_A,8d0q_A,8d0r_A,8d0s_A,8d0p_A,8d0x_A
P20273	5vkm_A,5vl3_S,5vl3_R,5vkj_A,5vl3_T,5vl3_Q,7o52_U
Q9UHD9	6mun_B,2nbv_B,1j8c_A,6mun_C,7f7x_B
Q8WUA2	8i0v_Y,8i0s_Y,7qtt_V,8i0t_Y,8i0u_Y
Q9ULY5	3wh3_A,3wh2_A
P00387	7thg_A,7tsw_B,7tsw_E,7tsw_D,7w3o_C,7w3o_E,7w3o_B,1umk_A,7tsw_F,7w3o_A,7tnv_A,7w3o_D,7tsw_C,7tsw_A
P10648	1ml6_B,1ml6_A
